Date,ANZ,r_ANZ,CBA,r_CBA,NAB,r_NAB,WBC,r_WBC,STW,r_STW,SPY,SPYnoNA,r_SPY,OZR,r_OZR,PR,AXEJ,r_AXEJ,CR_AU,XLE,XLEnoNA,r_XLE,KOL,KOLnoNA,r_KOL,r_CoalPTF,r_KOL_v2,CR_US,ARCH,ARCHnoNA,r_ARCH,ARLP,ARLPnoNA,r_ARLP,BTU,BTUnoNA,r_BTU,CEIX,CEIXnoNA,r_CEIX,HCC,HCCnoNA,r_HCC,CoalValue,r_CoalValue
12/04/2011,12.065793,,27.676962,,11.672629,,12.635677,,29.171349,,103.927864,103.927864,,9.048907,,,17201.07,,,49.247822,49.247822,,48.231998,48.231998,,,,,,,,13.832015,13.832015,,,,,,,,,,,13.832015,
13/04/2011,12.170885,0.867219993,27.861336,0.663955087,11.752638,0.683102661,12.821042,1.456340671,29.108711,-0.214955249,103.919937,103.919937,-0.007627697,8.989305,-0.660843956,-0.445888707,17096.32,-0.610835552,-0.395880302,49.449421,49.449421,0.408520591,49.049999,49.049999,1.68175059,1.130284431,1.68175059,1.307409287,,,,13.989243,13.989243,1.130284431,,,,,,,,,,13.989243,1.130284431
14/04/2011,12.015747,-1.282858462,27.745445,-0.416823868,11.765974,0.113408065,12.83134,0.080288845,29.096195,-0.043006685,103.998985,103.998985,0.076037335,8.958419,-0.344177685,-0.301171,17083.58,-0.07454674,-0.031540055,49.787582,49.787582,0.68152463,49.07,49.07,0.040768448,-4.492792676,0.040768448,0.156957967,,,,13.374645,13.374645,-4.492792676,,,,,,,,,,13.374645,-4.492792676
15/04/2011,11.81557,-1.679988631,27.50839,-0.858063352,11.641517,-1.063404641,12.769553,-0.482695037,28.895777,-0.691194974,104.378441,104.378441,0.364201081,8.958419,0,0.691194974,17023.86,-0.350187883,0.341007091,50.197277,50.197277,0.819518669,49.5,49.5,0.872481947,0.493016353,0.872481947,0.492391882,,,,13.440747,13.440747,0.493016353,,,,,,,,,,13.440747,0.493016353
18/04/2011,11.875618,0.506923744,27.6717,0.591918124,11.685964,0.381070325,12.846788,0.603015349,28.958416,0.216541002,103.208473,103.208473,-1.12721979,8.898092,-0.675688879,-0.892229881,16991.65,-0.189384252,-0.405925254,49.449421,49.449421,-1.5010433,48.43,48.43,-2.185321316,-1.540439354,-2.185321316,-0.852818121,,,,13.235287,13.235287,-1.540439354,,,,,,,,,,13.235287,-1.540439354
19/04/2011,11.710471,-1.400399184,27.397774,-0.994846107,11.557058,-1.109213093,12.656272,-1.494091643,28.551346,-1.415678954,103.801338,103.801338,0.572790843,8.717113,-2.054876661,-0.639197707,16652.61,-2.015508602,-0.599829648,49.950153,49.950153,1.007521895,48.280102,48.280102,-0.309994751,-0.826851681,-0.309994751,-0.487530601,,,,13.126302,13.126302,-0.826851681,,,,,,,,,,13.126302,-0.826851681
20/04/2011,11.93067,1.862899664,27.745445,1.260991336,11.770422,1.829344191,12.857081,1.574180758,28.94589,1.372414468,105.216385,105.216385,1.35401783,8.813638,1.101218943,-0.271195525,16899.62,1.472417557,0.100003089,51.127213,51.127213,2.329133134,49.389999,49.389999,2.27284454,2.074460803,2.27284454,0.935713288,,,,13.401446,13.401446,2.074460803,,,,,,,,,,13.401446,2.074460803
21/04/2011,12.065793,1.126202876,28.003561,0.925999808,11.908216,1.163880756,13.119685,2.021906393,29.284067,1.161535469,105.753929,105.753929,0.509593177,8.916191,1.15685429,-0.004681179,17170.11,1.587894494,0.426359025,51.36134,51.36134,0.456884989,50.299999,50.299999,1.825710292,1.940780706,1.825710292,0.905469524,,,,13.664079,13.664079,1.940780706,,,,,,,,,,13.664079,1.940780706
27/04/2011,12.040769,-0.207611595,27.956154,-0.16943264,11.908216,0,12.949769,-1.303582393,29.008516,-0.945413767,107.247993,107.247993,1.402887345,8.837766,-0.883470768,0.061942999,17088.8,-0.474680325,0.470733442,51.575935,51.575935,0.416943835,49.700001,49.700001,-1.2000104,2.057639265,-1.2000104,-2.117811474,,,,13.948149,13.948149,2.057639265,,,,,,,,,,13.948149,2.057639265
28/04/2011,12.170885,1.074831589,28.266953,1.105602954,12.046012,1.150506875,13.001256,0.396801803,29.002243,-0.021627023,107.595779,107.595779,0.323757399,8.77744,-0.68493364,-0.663306617,17015.74,-0.428448012,-0.406820989,51.56942,51.56942,-0.012632658,50.029999,50.029999,0.661785229,1.701843108,0.661785229,0.135702464,,,,14.187556,14.187556,1.701843108,,,,,,,,,,14.187556,1.701843108
29/04/2011,12.125847,-0.37073341,28.293289,0.093125492,12.037124,-0.073810989,12.790149,-1.637070293,28.689112,-1.085549386,107.84877,107.84877,0.234854971,8.596462,-2.083407011,-0.997857625,16592.07,-2.521392767,-1.435843381,52.336807,52.336807,1.477102912,51.02,51.02,1.95949072,3.647543152,1.95949072,1.579919407,,,,14.714607,14.714607,3.647543152,,,,,,,,,,14.714607,3.647543152
2/05/2011,12.160873,0.288437667,28.314369,0.074477559,12.121576,0.699146428,12.759254,-0.241845299,28.758009,0.23986244,107.682755,107.682755,-0.154051741,8.705049,1.255247889,1.015385449,16491.49,-0.60803801,-0.84790045,51.640968,51.640968,-1.338457931,50.849998,50.849998,-0.333762955,-2.184950929,-0.333762955,-0.481119707,,,,14.396587,14.396587,-2.184950929,,,,,,,,,,14.396587,-2.184950929
3/05/2011,11.910652,-2.079054094,28.108923,-0.728234389,12.023787,-0.810006747,12.733509,-0.20197896,28.520025,-0.830983024,107.295387,107.295387,-0.360379354,8.705049,0,0.830983024,16313.58,-1.084660049,-0.253677026,50.34684,50.34684,-2.537945444,49.389999,49.389999,-2.913212886,-4.181494768,-2.913212886,-2.4402533,,,,13.807007,13.807007,-4.181494768,,,,,,,,,,13.807007,-4.181494768
4/05/2011,11.735497,-1.481494544,27.745445,-1.301538784,11.730416,-2.470181107,12.41427,-2.539040527,28.238205,-0.993062384,106.583946,106.583946,-0.665275709,8.427548,-3.23973384,-2.246671456,16164.29,-0.919340163,0.073722221,49.455936,49.455936,-1.785376521,48.25,48.25,-2.335212652,-1.956473003,-2.335212652,-1.504986104,,,,13.539502,13.539502,-1.956473003,,,,,,,,,,13.539502,-1.956473003
5/05/2011,11.805559,0.595234189,27.745445,0,12.006008,2.322206451,12.218605,-1.588682728,28.325876,0.30998849,105.619537,105.619537,-0.908953639,8.427548,0,-0.30998849,16384.71,1.354409472,1.044420982,48.428429,48.428429,-2.099507399,47.540001,47.540001,-1.482434482,-3.657035831,-1.482434482,-0.758602718,,,,13.053302,13.053302,-3.657035831,,,,,,,,,,13.053302,-3.657035831
6/05/2011,11.630399,-1.494824847,27.724371,-0.07598367,12.348277,2.810934801,12.316439,0.797508401,28.269522,-0.199147,106.08593,106.08593,0.440606245,8.324996,-1.224330836,-1.025183836,16157.45,-1.396733927,-1.197586927,48.643044,48.643044,0.442180062,47.740002,47.740002,0.419817984,1.06059175,0.419817984,-0.014079638,,,,13.192481,13.192481,1.06059175,,,,,,,,,,13.192481,1.06059175
9/05/2011,11.705469,0.643389472,27.734911,0.038009869,12.374944,0.215724402,12.388527,0.583592826,28.350941,0.287595868,106.497002,106.497002,0.386740844,8.324996,0,-0.287595868,16311.51,0.948974997,0.661379129,49.494953,49.494953,1.736188684,48.919998,48.919998,2.441660713,3.235213419,2.441660713,1.843278261,,,,13.626265,13.626265,3.235213419,,,,,,,,,,13.626265,3.235213419
10/05/2011,11.545326,-1.377548875,27.497854,-0.85839793,12.286042,-0.720996193,12.15167,-1.930419347,28.138016,-0.753867728,107.40609,107.40609,0.850004986,8.324996,0,0.753867728,16225.23,-0.530355544,0.223512184,49.729042,49.729042,0.471840373,48.759998,48.759998,-0.327600634,-0.772327207,-0.327600634,-0.937773318,,,,13.521431,13.521431,-0.772327207,,,,,,,,,,13.521431,-0.772327207
11/05/2011,11.595372,0.432537325,27.666431,0.611183576,12.134912,-1.237723386,12.280395,1.053747942,28.494987,1.260663249,106.27565,106.27565,-1.058069394,8.481842,1.866508781,0.605845533,16502.43,1.694020465,0.433357216,48.291859,48.291859,-2.932611279,47.57,47.57,-2.470795315,-3.634292925,-2.470795315,-1.55127071,,,,13.038845,13.038845,-3.634292925,,,,,,,,,,13.038845,-3.634292925
12/05/2011,11.515585,-0.69047177,27.234468,-1.573642406,11.970449,-1.364555809,12.156819,-1.01138414,28.02528,-1.662121708,106.781586,106.781586,0.47493055,8.125918,-4.286893675,-2.624771967,16057.93,-2.730483424,-1.068361716,48.220325,48.220325,-0.148238306,47.290001,47.290001,-0.590343264,-1.917319911,-0.590343264,-0.932642326,,,,12.79123,12.79123,-1.917319911,,,,,,,,,,12.79123,-1.917319911
13/05/2011,11.556746,0.356800045,27.260805,0.096657932,11.952667,-0.148659592,12.218605,0.506954319,28.119211,0.334604824,105.959473,105.959473,-0.772880511,8.294832,2.057396382,1.722791558,16075.83,0.111409321,-0.223195503,47.986229,47.986229,-0.486653876,46.5,46.5,-1.684656521,-1.380161887,-1.684656521,-0.552375216,,,,12.615903,12.615903,-1.380161887,,,,,,,,,,12.615903,-1.380161887
16/05/2011,11.484706,-0.625309852,27.118576,-0.523100196,11.948221,-0.037203639,12.080302,-1.138359791,27.799831,-1.142306669,105.287514,105.287514,-0.636185421,8.204343,-1.096902206,0.045404462,15758.55,-1.993382664,-0.851075995,47.622047,47.622047,-0.761824764,46.369999,46.369999,-0.279963576,-1.051330037,-0.279963576,0.211663489,,,,12.483963,12.483963,-1.051330037,,,,,,,,,,12.483963,-1.051330037
17/05/2011,11.572183,0.758796382,27.334555,0.79326984,11.961555,0.111535979,12.144137,0.527030969,27.9877,0.673518641,105.271698,105.271698,-0.015022853,8.204343,0,-0.673518641,15844.93,0.546650021,-0.126868619,47.622047,47.622047,0,46.689999,46.689999,0.687731073,-1.106430107,0.687731073,0.496434604,,,,12.346598,12.346598,-1.106430107,,,,,,,,,,12.346598,-1.106430107
18/05/2011,11.675094,0.885365389,27.287144,-0.173597719,11.970449,0.074327252,12.133496,-0.08766094,28.069128,0.290519675,106.212418,106.212418,0.889642421,8.204343,0,-0.290519675,15883.68,0.244259167,-0.046260508,48.584511,48.584511,2.000895013,47.709999,47.709999,2.1611011,4.815544058,2.1611011,1.223396853,,,,12.955702,12.955702,4.815544058,,,,,,,,,,12.955702,4.815544058
19/05/2011,11.82431,1.269972681,27.59268,1.113484463,12.179359,1.730160433,12.181371,0.393792505,28.432358,1.285753808,106.465385,106.465385,0.237887655,8.204343,0,-1.285753808,16210.44,2.036331211,0.750577403,48.591003,48.591003,0.013361391,47.759998,47.759998,0.104742864,0.79205692,0.104742864,-0.160559233,,,,13.058726,13.058726,0.79205692,,,,,,,,,,13.058726,0.79205692
20/05/2011,11.726548,-0.830225052,27.482044,-0.40176742,12.18381,0.036538761,12.101582,-0.657162967,28.313364,-0.419394345,105.619537,105.619537,-0.797654521,8.355158,1.821542449,2.240936794,16195.35,-0.093131512,0.326262833,48.53249,48.53249,-0.120491974,47.630001,47.630001,-0.27255914,0.193613895,-0.27255914,0.570715531,,,,13.084034,13.084034,0.193613895,,,,,,,,,,13.084034,0.193613895
23/05/2011,11.330345,-3.43708065,27.086975,-1.447986092,11.850432,-2.774369864,11.739864,-3.034595785,27.768513,-1.943116644,104.394241,104.394241,-1.166885254,8.204343,-1.821542449,0.121574195,15883.67,-1.943262657,-0.000146013,47.778126,47.778126,-1.566555087,46.369999,46.369999,-2.681015897,-2.603023522,-2.681015897,-1.1797924,,,,12.747848,12.747848,-2.603023522,,,,,,,,,,12.747848,-2.603023522
24/05/2011,11.217143,-1.004129162,26.823586,-0.977140994,11.774862,-0.639740252,11.617517,-1.047618472,27.662054,-0.384117055,104.307266,104.307266,-0.083348708,8.204343,0,0.384117055,15891.62,0.050038883,0.434155939,48.454441,48.454441,1.405607595,46.57,46.57,0.430388016,0.198307334,0.430388016,0.806302598,,,,12.773153,12.773153,0.198307334,,,,,,,,,,12.773153,0.198307334
25/05/2011,11.165689,-0.4597639,26.344208,-1.803313453,11.548169,-1.944002383,11.553686,-0.550952503,27.424067,-0.864059681,104.655106,104.655106,0.33292149,8.204343,0,0.864059681,15949.4,0.36292847,1.226988151,49.273834,49.273834,1.6769194,47.240002,47.240002,1.428447667,0.929608964,1.428447667,1.170067697,,,,12.892447,12.892447,0.929608964,,,,,,,,,,12.892447,0.929608964
26/05/2011,11.356071,1.69068967,26.54965,0.776812435,11.623734,0.652214605,11.835613,2.410851689,27.868717,1.608381974,105.137352,105.137352,0.45973707,8.204343,0,-1.608381974,16142.92,1.206035249,-0.402346726,49.520939,49.520939,0.500240059,47.799999,47.799999,1.178458491,1.626925188,1.178458491,0.515255892,,,,13.103913,13.103913,1.626925188,,,,,,,,,,13.103913,1.626925188
27/05/2011,11.314909,-0.363125416,26.849922,1.1246351,11.721524,0.837776751,11.782417,-0.45047017,27.931341,0.224458642,105.540512,105.540512,0.38272696,8.385323,2.181926749,1.957468107,16249.58,0.658549883,0.434091241,49.644501,49.644501,0.249203884,48.470001,48.470001,1.391945191,0.344257942,1.391945191,0.666395839,,,,13.149102,13.149102,0.344257942,,,,,,,,,,13.149102,0.344257942
30/05/2011,11.304617,-0.091001029,26.496977,-1.323226491,11.632625,-0.761315939,11.633476,-1.272153137,27.925077,-0.022428936,#N/A,105.540512,0,8.397388,0.143778941,0.166207877,16266.68,0.105178157,0.127607093,#N/A,49.644501,0,#N/A,48.470001,0,0,0,0,,,,#N/A,13.149102,0,,,,,,,,,,13.149102,0
31/05/2011,11.386946,0.725638523,26.665548,0.634174411,11.770422,1.177612406,11.771777,1.181808286,28.250738,1.159447881,106.639282,106.639282,1.035706371,8.439614,0.501586785,-0.657861096,16475.36,1.274708758,0.115260877,50.14526,50.14526,1.003636442,49.09,49.09,1.271027758,0.178499184,1.271027758,0.155103993,,,,13.172594,13.172594,0.178499184,,,,,,,,,,13.172594,0.178499184
1/06/2011,11.320052,-0.589194516,26.528587,-0.514948885,11.588175,-1.560459287,11.676033,-0.816660764,28.131746,-0.42208916,104.244072,104.244072,-2.271694716,8.512007,0.8541182,1.276207361,16512.93,0.227777895,0.649867055,48.948681,48.948681,-2.415157074,48.349998,48.349998,-1.518916754,-2.683868095,-1.518916754,0.483905866,,,,12.823761,12.823761,-2.683868095,,,,,,,,,,12.823761,-2.683868095
2/06/2011,11.031908,-2.578386532,26.022875,-1.924694736,11.234344,-3.100966665,11.410059,-2.304294453,27.555592,-2.069319813,104.133369,104.133369,-0.106252395,8.282765,-2.730090512,-0.660770698,16154.26,-2.195991841,-0.126672028,48.929165,48.929165,-0.039878279,47.950001,47.950001,-0.830735835,-0.977259069,-0.830735835,-0.487226174,,,,12.69905,12.69905,-0.977259069,,,,,,,,,,12.69905,-0.977259069
3/06/2011,10.995891,-0.327014352,26.080818,0.222414269,11.174563,-0.533548038,11.356867,-0.467275176,27.467907,-0.318718641,103.097824,103.097824,-0.999418673,8.282765,0,0.318718641,16030.56,-0.768689147,-0.449970505,48.942177,48.942177,0.026590011,47.040001,47.040001,-1.916049734,-0.94383323,-1.916049734,-0.333839137,,,,12.579756,12.579756,-0.94383323,,,,,,,,,,12.579756,-0.94383323
6/06/2011,10.934143,-0.56313787,26.170374,0.342790602,11.234344,0.533548038,11.356867,0,27.330126,-0.502869475,102.006897,102.006897,-1.063785643,8.174179,-1.319656625,-0.81678715,15929.34,-0.633420871,-0.130551396,47.836651,47.836651,-2.284743705,46.669998,46.669998,-0.789680774,-0.735446502,-0.789680774,-0.17441401,,,,12.487578,12.487578,-0.735446502,,,,,,,,,,12.487578,-0.735446502
7/06/2011,10.975308,0.375774349,26.196705,0.100563189,11.238942,0.040919695,11.447296,0.79309619,27.330126,0,101.943687,101.943687,-0.061985605,8.095757,-0.964018633,-0.964018633,15772.72,-0.988082631,-0.988082631,47.836651,47.836651,0,46.689999,46.689999,0.042847046,0.50528867,0.042847046,0.091978537,,,,12.550836,12.550836,0.50528867,,,,,,,,,,12.550836,0.50528867
8/06/2011,10.980452,0.046857864,25.980732,-0.827845313,11.073397,-1.483914687,11.452615,0.04645433,27.14851,-0.666744567,101.51683,101.51683,-0.419597505,8.095757,0,0.666744567,15475.5,-1.902373727,-1.23562916,47.979744,47.979744,0.298681883,46.450001,46.450001,-0.515350078,-2.331093455,-0.515350078,0.148457015,,,,12.261648,12.261648,-2.331093455,,,,,,,,,,12.261648,-2.331093455
9/06/2011,11.06278,0.746971976,26.128225,0.566096128,11.165367,0.827119028,11.590923,1.20042036,27.336384,0.689639755,102.291504,102.291504,0.760202211,8.07766,-0.223787064,-0.913426819,15521.56,0.297189694,-0.39245006,48.630024,48.630024,1.34621961,47,47,1.177111492,2.230244553,1.177111492,0.467641716,,,,12.538185,12.538185,2.230244553,,,,,,,,,,12.538185,2.230244553
10/06/2011,11.078218,0.139451731,26.122969,-0.020118201,11.11478,-0.454100118,11.622835,0.274940577,27.330126,-0.022895188,100.868607,100.868607,-1.400787054,8.168147,1.113985113,1.136880301,15586.46,0.417256348,0.440151536,47.687088,47.687088,-1.958044851,45.970001,45.970001,-2.215857014,-0.433392728,-2.215857014,-0.737726311,,,,12.483963,12.483963,-0.433392728,,,,,,,,,,12.483963,-0.433392728
14/06/2011,11.23258,1.383764607,26.575994,1.719336147,11.257338,1.274442854,11.723907,0.86583928,27.474163,0.525642552,102.228249,102.228249,1.338929946,8.017331,-1.863650429,-2.389292981,15566.89,-0.125636585,-0.651279137,47.934181,47.934181,0.516817132,46.439999,46.439999,1.017210373,5.355663816,1.017210373,-0.471837546,,,,13.17079,13.17079,5.355663816,,,,,,,,,,13.17079,5.355663816
15/06/2011,11.227436,-0.045805845,26.507511,-0.258020031,11.335514,0.692044652,11.564324,-1.370524862,27.38023,-0.342481565,100.410103,100.410103,-1.794521889,8.017331,0,0.342481565,15460.69,-0.684554933,-0.342073368,46.835175,46.835175,-2.319431757,44.950001,44.950001,-3.261035213,-2.262271659,-3.261035213,-1.184032287,,,,12.876176,12.876176,-2.262271659,,,,,,,,,,12.876176,-2.262271659
16/06/2011,10.985599,-2.177519242,25.949131,-2.129000522,11.156168,-1.594810039,11.223886,-2.988065581,26.804068,-2.126755307,100.631432,100.631432,0.220182451,7.932876,-1.058993018,1.067762289,15107.19,-2.312988404,-0.186233096,46.906708,46.906708,0.152616977,44.439999,44.439999,-1.14108409,-1.541876595,-1.14108409,-0.97315622,,,,12.679164,12.679164,-1.541876595,,,,,,,,,,12.679164,-1.541876595
17/06/2011,10.980452,-0.046863226,26.086094,0.526425383,11.202155,0.411364169,11.282398,0.519962619,26.872955,0.256672349,100.93174,100.93174,0.297979258,7.932876,0,-0.256672349,14918.93,-1.253991305,-1.510663653,46.785973,46.785973,-0.257725717,44.43,44.43,-0.022502532,-0.528828084,-0.022502532,-0.391048746,,,,12.61229,12.61229,-0.528828084,,,,,,,,,,12.61229,-0.528828084
20/06/2011,10.928997,-0.469706879,26.075558,-0.040397494,11.238942,0.327854141,11.234524,-0.425227499,26.697603,-0.654660443,101.448105,101.448105,0.510294017,7.757929,-2.230022616,-1.575362172,14605.7,-2.12190129,-1.467240847,46.916489,46.916489,0.278575571,44.299999,44.299999,-0.293026247,1.493529743,-0.293026247,-0.631839719,,,,12.802072,12.802072,1.493529743,,,,,,,,,,12.802072,1.493529743
21/06/2011,11.088506,1.448954413,26.47591,1.523686248,11.330916,0.815020716,11.399424,1.457129067,27.298815,2.226950856,102.838318,102.838318,1.361063982,7.896679,1.772687421,-0.454263435,14869.29,1.788614871,-0.438335985,47.849861,47.849861,1.96990215,45.799999,45.799999,3.329941481,2.605862253,3.329941481,1.5608657,,,,13.140061,13.140061,2.605862253,,,,,,,,,,13.140061,2.605862253
22/06/2011,11.175982,0.785793503,26.660284,0.693970441,11.34931,0.162203005,11.447296,0.41907171,27.154776,-0.529035214,102.218712,102.218712,-0.604327377,7.896679,0,0.529035214,14957.78,0.593355362,1.122390577,47.712807,47.712807,-0.286836056,45.669998,45.669998,-0.284248588,0.603431626,-0.284248588,0.319302549,,,,13.219592,13.219592,0.603431626,,,,,,,,,,13.219592,0.603431626
23/06/2011,11.037053,-1.250894455,26.597069,-0.237394561,11.248137,-0.895443419,11.239841,-1.828884645,26.973164,-0.671049671,101.924767,101.924767,-0.287979028,7.908746,0.152694437,0.823744107,14822.15,-0.910888224,-0.239838554,47.190643,47.190643,-1.100422101,45.75,45.75,0.175020832,0.490963812,0.175020832,0.08036698,,,,13.284655,13.284655,0.490963812,,,,,,,,,,13.284655,0.490963812
24/06/2011,11.047344,0.093197027,26.934204,1.259598132,11.340114,0.814383622,11.367505,1.129414811,26.184076,-2.969100608,100.741074,100.741074,-1.168136134,7.908746,0,2.969100608,14759.46,-0.423845043,2.545255564,46.296421,46.296421,-1.913097353,45.34,45.34,-0.900214664,1.552555162,-0.900214664,-0.035943337,,,,13.492516,13.492516,1.552555162,,,,,,,,,,13.492516,1.552555162
27/06/2011,10.928997,-1.077050489,26.575994,-1.338867597,11.266535,-0.65095238,11.32495,-0.375059022,26.447094,0.999484486,101.638756,101.638756,0.887131773,7.812222,-1.227980528,-2.227465014,14493.55,-1.818051026,-2.817535513,46.54446,46.54446,0.534332694,45.540001,45.540001,0.440143751,-0.322022093,0.440143751,-0.418731339,,,,13.449137,13.449137,-0.322022093,,,,,,,,,,13.449137,-0.322022093
28/06/2011,11.011326,0.750484725,26.760366,0.691358519,11.413689,1.297659714,11.521771,1.723011974,26.259211,-0.712946187,102.965477,102.965477,1.296883819,7.878584,0.845876186,1.558822373,14380.98,-0.77972227,-0.066776083,47.902092,47.902092,2.875119296,46.330002,46.330002,1.719866,1.599817799,1.719866,0.76955817,,,,13.666029,13.666029,1.599817799,,,,,,,,,,13.666029,1.599817799
29/06/2011,11.114238,0.930260961,27.060629,1.115795482,11.57924,1.440041509,11.606876,0.735930503,26.578619,1.209027285,103.84726,103.84726,0.852740848,7.878584,0,-1.209027285,14750.72,2.538539497,1.329512212,48.463425,48.463425,1.165021195,46.630001,46.630001,0.645438967,1.834643654,0.645438967,-0.051427212,,,,13.919066,13.919066,1.834643654,,,,,,,,,,13.919066,1.834643654
30/06/2011,11.320052,1.834867734,27.550533,1.794201494,11.781577,1.732320064,11.840931,1.9964577,27.03578,1.705407833,104.840286,104.840286,0.951694065,7.878584,0,-1.705407833,15084.89,2.240168542,0.534760709,49.1814,49.1814,1.47061135,47.450001,47.450001,1.743241387,0.569712674,1.743241387,0.70975831,,,,13.998591,13.998591,0.569712674,,,,,,,,,,13.998591,0.569712674
1/07/2011,11.294327,-0.227510215,27.350355,-0.729237338,11.717195,-0.54796192,11.718585,-1.038621505,26.898003,-0.510912797,106.389435,106.389435,1.466817045,7.878584,0,0.510912797,15014.11,-0.470315495,0.040597302,49.644798,49.644798,0.937810835,47.91,47.91,0.964770476,0.335150103,0.964770476,-0.510134461,,,,14.045586,14.045586,0.335150103,,,,,,,,,,14.045586,0.335150103
4/07/2011,11.289182,-0.045564222,27.42411,0.269304482,11.689607,-0.235726459,11.713265,-0.045408281,27.03578,0.510912797,#N/A,106.389435,0,8.198312,3.978008713,3.467095916,15070.37,0.374013881,-0.136898916,#N/A,49.644798,0,#N/A,47.91,0,0,0,0,,,,#N/A,14.045586,0,,,,,,,,,,14.045586,0
5/07/2011,11.284038,-0.04557613,27.276611,-0.539295844,11.560844,-1.107628548,11.686671,-0.227299865,26.966894,-0.255120839,106.302048,106.302048,-0.082172547,8.198312,0,0.255120839,14973.77,-0.643056069,-0.387935231,49.951584,49.951584,0.616060472,48.139999,48.139999,0.478916069,0.359672009,0.478916069,0.602231937,,,,14.096195,14.096195,0.359672009,,,,,,,,,,14.096195,0.359672009
6/07/2011,11.242872,-0.365483289,27.11331,-0.600484383,11.47807,-0.718561267,11.644114,-0.364814533,26.929321,-0.139427253,106.429153,106.429153,0.119498235,8.246572,0.586931942,0.726359196,14950,-0.15887039,-0.019443136,49.860199,49.860199,-0.183114704,47.849998,47.849998,-0.604233548,-0.552851496,-0.604233548,-0.59739613,,,,14.018479,14.018479,-0.552851496,,,,,,,,,,14.018479,-0.552851496
7/07/2011,11.201709,-0.366797189,27.071167,-0.155553807,11.505661,0.240091683,11.633476,-0.091401221,26.998213,0.255498564,107.533432,107.533432,1.032226083,8.228473,-0.219714208,-0.475212771,14933.63,-0.109558321,-0.365056885,50.610828,50.610828,1.494247623,48.560001,48.560001,1.472909124,2.395039144,1.472909124,0.447084591,,,,14.35828,14.35828,2.395039144,,,,,,,,,,14.35828,2.395039144
8/07/2011,11.268599,0.595365204,27.271341,0.736715741,11.551646,0.398876252,11.830294,1.677672568,26.985687,-0.046406429,106.770737,106.770737,-0.711790371,8.228473,0,0.046406429,15137.99,1.359176167,1.405582596,50.186558,50.186558,-0.841832358,48.18,48.18,-0.785617016,-0.61878806,-0.785617016,-0.090691247,,,,14.269707,14.269707,-0.61878806,,,,,,,,,,14.269707,-0.61878806
11/07/2011,11.093654,-1.564677487,26.628681,-2.384750257,11.404492,-1.282062476,11.484534,-2.96622691,26.835381,-0.558541093,104.840286,104.840286,-1.824578444,8.240538,0.146517628,0.705058721,14840.88,-1.982194313,-1.423653219,48.998642,48.998642,-2.395463848,46.630001,46.630001,-3.269986492,-2.500924595,-3.269986492,-1.183051255,,,,13.917258,13.917258,-2.500924595,,,,,,,,,,13.917258,-2.500924595
12/07/2011,10.84667,-2.251511268,26.149303,-1.816633176,10.981421,-3.780246805,11.245162,-2.106326894,26.346897,-1.837069626,104.387474,104.387474,-0.432841901,8.101789,-1.698073156,0.13899647,14628.96,-1.438240948,0.398828679,48.815868,48.815868,-0.37371595,46.689999,46.689999,0.12858553,-1.37301352,0.12858553,0.410736987,,,,13.727478,13.727478,-1.37301352,,,,,,,,,,13.727478,-1.37301352
13/07/2011,10.887835,0.37879905,26.128225,-0.080638859,10.92624,-0.503760914,11.245162,0,26.422041,0.284804105,104.737015,104.737015,0.33429019,8.125918,0.297380496,0.012576391,14746.15,0.797890607,0.513086502,49.1814,49.1814,0.74600793,47.630001,47.630001,1.993284824,0.315517524,1.993284824,1.284811566,,,,13.770859,13.770859,0.315517524,,,,,,,,,,13.770859,0.315517524
14/07/2011,10.795214,-0.854322317,25.822702,-1.176212014,10.788282,-1.270669059,11.048343,-1.765752974,26.171541,-0.952594917,104.014107,104.014107,-0.692605513,8.125918,0,0.952594917,14781.45,0.239098449,1.191693366,48.855045,48.855045,-0.665785475,47.52,47.52,-0.231216075,-0.302376862,-0.231216075,0.331018618,,,,13.729282,13.729282,-0.302376862,,,,,,,,,,13.729282,-0.302376862
15/07/2011,10.692306,-0.957847037,25.822702,0,10.760693,-0.256058723,10.947277,-0.918971243,26.234171,0.23901986,104.617859,104.617859,0.578773902,8.125918,0,-0.23901986,14665.01,-0.790863193,-1.029883053,50.166985,50.166985,2.649949253,48.139999,48.139999,1.296273653,-0.56769036,1.296273653,1.123602431,,,,13.651563,13.651563,-0.56769036,,,,,,,,,,13.651563,-0.56769036
18/07/2011,10.676868,-0.14448853,25.754219,-0.265556915,10.811275,0.468961318,11.027066,0.726204653,26.215376,-0.071668878,103.759903,103.759903,-0.823466804,8.125918,0,0.071668878,14493.99,-1.173030358,-1.10136148,49.99728,49.99728,-0.338853707,48.200001,48.200001,0.124563022,2.148081773,0.124563022,0.809004807,,,,13.947982,13.947982,2.148081773,,,,,,,,,,13.947982,2.148081773
19/07/2011,10.68716,0.096348879,25.575113,-0.697872814,10.884852,0.678252686,11.000468,-0.241497872,26.55982,1.305343862,105.444061,105.444061,1.610097965,8.125918,0,-1.305343862,14634.91,0.967568974,-0.337774888,50.911072,50.911072,1.811182051,49.130001,49.130001,1.911082473,1.492034637,1.911082473,0.271014382,,,,14.157651,14.157651,1.492034637,,,,,,,,,,14.157651,1.492034637
