Date,ANZ,CBA,NAB,WBC,STW,SPY,SPYnoNA,OZR,AXEJ,XLE,XLEnoNA,KOL,KOLnoNA,ARCH,ARCHnoNA,ARLP,ARLPnoNA,BTU,BTUnoNA,CEIX,CEIXnoNA,HCC,HCCnoNA,KOLPTF,PR,r_PR,r_OZR,r_STW,
12/04/2011,12.065793,27.676962,11.672629,12.635677,29.171349,103.927864,103.927864,9.048907,17201.07,49.247822,49.247822,48.231998,48.231998,,,13.832015,13.832015,,,,,,,13.832015,-20.122442,,,,
13/04/2011,12.170885,27.861336,11.752638,12.821042,29.108711,103.919937,103.919937,8.989305,17096.32,49.449421,49.449421,49.049999,49.049999,,,13.989243,13.989243,,,,,,,13.989243,-20.119406,-0.01508877,-0.660843956,-0.214955249,-0.445888707
14/04/2011,12.015747,27.745445,11.765974,12.83134,29.096195,103.998985,103.998985,8.958419,17083.58,49.787582,49.787582,49.07,49.07,,,13.374645,13.374645,,,,,,,13.374645,-20.137776,0.091263225,,,
15/04/2011,11.81557,27.50839,11.641517,12.769553,28.895777,104.378441,104.378441,8.958419,17023.86,50.197277,50.197277,49.5,49.5,,,13.440747,13.440747,,,,,,,13.440747,-19.937358,-1.000219592,,,
18/04/2011,11.875618,27.6717,11.685964,12.846788,28.958416,103.208473,103.208473,8.898092,16991.65,49.449421,49.449421,48.43,48.43,,,13.235287,13.235287,,,,,,,13.235287,-20.060324,0.614867569,,,
19/04/2011,11.710471,27.397774,11.557058,12.656272,28.551346,103.801338,103.801338,8.717113,16652.61,49.950153,49.950153,48.280102,48.280102,,,13.126302,13.126302,,,,,,,13.126302,-19.834233,-1.133454975,,,
20/04/2011,11.93067,27.745445,11.770422,12.857081,28.94589,105.216385,105.216385,8.813638,16899.62,51.127213,51.127213,49.389999,49.389999,,,13.401446,13.401446,,,,,,,13.401446,-20.132252,1.491372202,,,
21/04/2011,12.065793,28.003561,11.908216,13.119685,29.284067,105.753929,105.753929,8.916191,17170.11,51.36134,51.36134,50.299999,50.299999,,,13.664079,13.664079,,,,,,,13.664079,-20.367876,1.163584759,,,
27/04/2011,12.040769,27.956154,11.908216,12.949769,29.008516,107.247993,107.247993,8.837766,17088.8,51.575935,51.575935,49.700001,49.700001,,,13.948149,13.948149,,,,,,,13.948149,-20.17075,-0.97254186,,,
28/04/2011,12.170885,28.266953,12.046012,13.001256,29.002243,107.595779,107.595779,8.77744,17015.74,51.56942,51.56942,50.029999,50.029999,,,14.187556,14.187556,,,,,,,14.187556,-20.224803,0.267618727,,,
29/04/2011,12.125847,28.293289,12.037124,12.790149,28.689112,107.84877,107.84877,8.596462,16592.07,52.336807,52.336807,51.02,51.02,,,14.714607,14.714607,,,,,,,14.714607,-20.09265,-0.655564593,,,
2/05/2011,12.160873,28.314369,12.121576,12.759254,28.758009,107.682755,107.682755,8.705049,16491.49,51.640968,51.640968,50.849998,50.849998,,,14.396587,14.396587,,,,,,,14.396587,-20.05296,-0.197730277,,,
3/05/2011,11.910652,28.108923,12.023787,12.733509,28.520025,107.295387,107.295387,8.705049,16313.58,50.34684,50.34684,49.389999,49.389999,,,13.807007,13.807007,,,,,,,13.807007,-19.814976,-1.193875834,,,
4/05/2011,11.735497,27.745445,11.730416,12.41427,28.238205,106.583946,106.583946,8.427548,16164.29,49.455936,49.455936,48.25,48.25,,,13.539502,13.539502,,,,,,,13.539502,-19.810657,-0.021799021,,,
5/05/2011,11.805559,27.745445,12.006008,12.218605,28.325876,105.619537,105.619537,8.427548,16384.71,48.428429,48.428429,47.540001,47.540001,,,13.053302,13.053302,,,,,,,13.053302,-19.898328,0.441568287,,,
6/05/2011,11.630399,27.724371,12.348277,12.316439,28.269522,106.08593,106.08593,8.324996,16157.45,48.643044,48.643044,47.740002,47.740002,,,13.192481,13.192481,,,,,,,13.192481,-19.944526,0.231901162,,,
9/05/2011,11.705469,27.734911,12.374944,12.388527,28.350941,106.497002,106.497002,8.324996,16311.51,49.494953,49.494953,48.919998,48.919998,,,13.626265,13.626265,,,,,,,13.626265,-20.025945,0.407396313,,,
10/05/2011,11.545326,27.497854,12.286042,12.15167,28.138016,107.40609,107.40609,8.324996,16225.23,49.729042,49.729042,48.759998,48.759998,,,13.521431,13.521431,,,,,,,13.521431,-19.81302,-1.06893855,,,
11/05/2011,11.595372,27.666431,12.134912,12.280395,28.494987,106.27565,106.27565,8.481842,16502.43,48.291859,48.291859,47.57,47.57,,,13.038845,13.038845,,,,,,,13.038845,-20.013145,1.005001031,,,
12/05/2011,11.515585,27.234468,11.970449,12.156819,28.02528,106.781586,106.781586,8.125918,16057.93,48.220325,48.220325,47.290001,47.290001,,,12.79123,12.79123,,,,,,,12.79123,-19.899362,-0.570163674,,,
13/05/2011,11.556746,27.260805,11.952667,12.218605,28.119211,105.959473,105.959473,8.294832,16075.83,47.986229,47.986229,46.5,46.5,,,12.615903,12.615903,,,,,,,12.615903,-19.824379,-0.377522797,,,
16/05/2011,11.484706,27.118576,11.948221,12.080302,27.799831,105.287514,105.287514,8.204343,15758.55,47.622047,47.622047,46.369999,46.369999,,,12.483963,12.483963,,,,,,,12.483963,-19.595488,-1.161310729,,,
17/05/2011,11.572183,27.334555,11.961555,12.144137,27.9877,105.271698,105.271698,8.204343,15844.93,47.622047,47.622047,46.689999,46.689999,,,12.346598,12.346598,,,,,,,12.346598,-19.783357,0.954169303,,,
18/05/2011,11.675094,27.287144,11.970449,12.133496,28.069128,106.212418,106.212418,8.204343,15883.68,48.584511,48.584511,47.709999,47.709999,,,12.955702,12.955702,,,,,,,12.955702,-19.864785,0.410753747,,,
19/05/2011,11.82431,27.59268,12.179359,12.181371,28.432358,106.465385,106.465385,8.204343,16210.44,48.591003,48.591003,47.759998,47.759998,,,13.058726,13.058726,,,,,,,13.058726,-20.228015,1.811995861,,,
20/05/2011,11.726548,27.482044,12.18381,12.101582,28.313364,105.619537,105.619537,8.355158,16195.35,48.53249,48.53249,47.630001,47.630001,,,13.084034,13.084034,,,,,,,13.084034,-19.958206,-1.342813768,,,
23/05/2011,11.330345,27.086975,11.850432,11.739864,27.768513,104.394241,104.394241,8.204343,15883.67,47.778126,47.778126,46.369999,46.369999,,,12.747848,12.747848,,,,,,,12.747848,-19.56417,-1.994055502,,,
24/05/2011,11.217143,26.823586,11.774862,11.617517,27.662054,104.307266,104.307266,8.204343,15891.62,48.454441,48.454441,46.57,46.57,,,12.773153,12.773153,,,,,,,12.773153,-19.457711,-0.545638813,,,
25/05/2011,11.165689,26.344208,11.548169,11.553686,27.424067,104.655106,104.655106,8.204343,15949.4,49.273834,49.273834,47.240002,47.240002,,,12.892447,12.892447,,,,,,,12.892447,-19.219724,-1.230640054,,,
26/05/2011,11.356071,26.54965,11.623734,11.835613,27.868717,105.137352,105.137352,8.204343,16142.92,49.520939,49.520939,47.799999,47.799999,,,13.103913,13.103913,,,,,,,13.103913,-19.664374,2.287152877,,,
27/05/2011,11.314909,26.849922,11.721524,11.782417,27.931341,105.540512,105.540512,8.385323,16249.58,49.644501,49.644501,48.470001,48.470001,,,13.149102,13.149102,,,,,,,13.149102,-19.546018,-0.603698935,,,
30/05/2011,11.304617,26.496977,11.632625,11.633476,27.925077,#N/A,105.540512,8.397388,16266.68,#N/A,49.644501,#N/A,48.470001,,,#N/A,13.149102,,,,,,,13.149102,-19.527689,-0.093817571,,,
31/05/2011,11.386946,26.665548,11.770422,11.771777,28.250738,106.639282,106.639282,8.439614,16475.36,50.14526,50.14526,49.09,49.09,,,13.172594,13.172594,,,,,,,13.172594,-19.811124,1.441019101,,,
1/06/2011,11.320052,26.528587,11.588175,11.676033,28.131746,104.244072,104.244072,8.512007,16512.93,48.948681,48.948681,48.349998,48.349998,,,12.823761,12.823761,,,,,,,12.823761,-19.619739,-0.970744683,,,
2/06/2011,11.031908,26.022875,11.234344,11.410059,27.555592,104.133369,104.133369,8.282765,16154.26,48.929165,48.929165,47.950001,47.950001,,,12.69905,12.69905,,,,,,,12.69905,-19.272827,-1.783997491,,,
3/06/2011,10.995891,26.080818,11.174563,11.356867,27.467907,103.097824,103.097824,8.282765,16030.56,48.942177,48.942177,47.040001,47.040001,,,12.579756,12.579756,,,,,,,12.579756,-19.185142,-0.45600511,,,
6/06/2011,10.934143,26.170374,11.234344,11.356867,27.330126,102.006897,102.006897,8.174179,15929.34,47.836651,47.836651,46.669998,46.669998,,,12.487578,12.487578,,,,,,,12.487578,-19.155947,-0.152290957,,,
7/06/2011,10.975308,26.196705,11.238942,11.447296,27.330126,101.943687,101.943687,8.095757,15772.72,47.836651,47.836651,46.689999,46.689999,,,12.550836,12.550836,,,,,,,12.550836,-19.234369,0.408551516,,,
8/06/2011,10.980452,25.980732,11.073397,11.452615,27.14851,101.51683,101.51683,8.095757,15475.5,47.979744,47.979744,46.450001,46.450001,,,12.261648,12.261648,,,,,,,12.261648,-19.052753,-0.948712532,,,
9/06/2011,11.06278,26.128225,11.165367,11.590923,27.336384,102.291504,102.291504,8.07766,15521.56,48.630024,48.630024,47,47,,,12.538185,12.538185,,,,,,,12.538185,-19.258724,1.075254731,,,
10/06/2011,11.078218,26.122969,11.11478,11.622835,27.330126,100.868607,100.868607,8.168147,15586.46,47.687088,47.687088,45.970001,45.970001,,,12.483963,12.483963,,,,,,,12.483963,-19.161979,-0.503609757,,,
14/06/2011,11.23258,26.575994,11.257338,11.723907,27.474163,102.228249,102.228249,8.017331,15566.89,47.934181,47.934181,46.439999,46.439999,,,13.17079,13.17079,,,,,,,13.17079,-19.456832,1.527021272,,,
15/06/2011,11.227436,26.507511,11.335514,11.564324,27.38023,100.410103,100.410103,8.017331,15460.69,46.835175,46.835175,44.950001,44.950001,,,12.876176,12.876176,,,,,,,12.876176,-19.362899,-0.483945565,,,
16/06/2011,10.985599,25.949131,11.156168,11.223886,26.804068,100.631432,100.631432,7.932876,15107.19,46.906708,46.906708,44.439999,44.439999,,,12.679164,12.679164,,,,,,,12.679164,-18.871192,-2.572228594,,,
17/06/2011,10.980452,26.086094,11.202155,11.282398,26.872955,100.93174,100.93174,7.932876,14918.93,46.785973,46.785973,44.43,44.43,,,12.61229,12.61229,,,,,,,12.61229,-18.940079,0.364373238,,,
20/06/2011,10.928997,26.075558,11.238942,11.234524,26.697603,101.448105,101.448105,7.757929,14605.7,46.916489,46.916489,44.299999,44.299999,,,12.802072,12.802072,,,,,,,12.802072,-18.939674,-0.002138346,,,
21/06/2011,11.088506,26.47591,11.330916,11.399424,27.298815,102.838318,102.838318,7.896679,14869.29,47.849861,47.849861,45.799999,45.799999,,,13.140061,13.140061,,,,,,,13.140061,-19.402136,2.412428774,,,
22/06/2011,11.175982,26.660284,11.34931,11.447296,27.154776,102.218712,102.218712,7.896679,14957.78,47.712807,47.712807,45.669998,45.669998,,,13.219592,13.219592,,,,,,,13.219592,-19.258097,-0.745156743,,,
23/06/2011,11.037053,26.597069,11.248137,11.239841,26.973164,101.924767,101.924767,7.908746,14822.15,47.190643,47.190643,45.75,45.75,,,13.284655,13.284655,,,,,,,13.284655,-19.064418,-1.010792997,,,
24/06/2011,11.047344,26.934204,11.340114,11.367505,26.184076,100.741074,100.741074,7.908746,14759.46,46.296421,46.296421,45.34,45.34,,,13.492516,13.492516,,,,,,,13.492516,-18.27533,-4.227160277,,,
27/06/2011,10.928997,26.575994,11.266535,11.32495,26.447094,101.638756,101.638756,7.812222,14493.55,46.54446,46.54446,45.540001,45.540001,,,13.449137,13.449137,,,,,,,13.449137,-18.634872,1.948260118,,,
28/06/2011,11.011326,26.760366,11.413689,11.521771,26.259211,102.965477,102.965477,7.878584,14380.98,47.902092,47.902092,46.330002,46.330002,,,13.666029,13.666029,,,,,,,13.666029,-18.380627,-1.37374346,,,
29/06/2011,11.114238,27.060629,11.57924,11.606876,26.578619,103.84726,103.84726,7.878584,14750.72,48.463425,48.463425,46.630001,46.630001,,,13.919066,13.919066,,,,,,,13.919066,-18.700035,1.7228166,,,
30/06/2011,11.320052,27.550533,11.781577,11.840931,27.03578,104.840286,104.840286,7.878584,15084.89,49.1814,49.1814,47.450001,47.450001,,,13.998591,13.998591,,,,,,,13.998591,-19.157196,2.415301976,,,
1/07/2011,11.294327,27.350355,11.717195,11.718585,26.898003,106.389435,106.389435,7.878584,15014.11,49.644798,49.644798,47.91,47.91,,,14.045586,14.045586,,,,,,,14.045586,-19.019419,-0.721790542,,,
4/07/2011,11.289182,27.42411,11.689607,11.713265,27.03578,#N/A,106.389435,8.198312,15070.37,#N/A,49.644798,#N/A,47.91,,,#N/A,14.045586,,,,,,,14.045586,-18.837468,-0.961264465,,,
5/07/2011,11.284038,27.276611,11.560844,11.686671,26.966894,106.302048,106.302048,8.198312,14973.77,49.951584,49.951584,48.139999,48.139999,,,14.096195,14.096195,,,,,,,14.096195,-18.768582,-0.366356355,,,
6/07/2011,11.242872,27.11331,11.47807,11.644114,26.929321,106.429153,106.429153,8.246572,14950,49.860199,49.860199,47.849998,47.849998,,,14.018479,14.018479,,,,,,,14.018479,-18.682749,-0.458371695,,,
7/07/2011,11.201709,27.071167,11.505661,11.633476,26.998213,107.533432,107.533432,8.228473,14933.63,50.610828,50.610828,48.560001,48.560001,,,14.35828,14.35828,,,,,,,14.35828,-18.76974,0.46454139,,,
8/07/2011,11.268599,27.271341,11.551646,11.830294,26.985687,106.770737,106.770737,8.228473,15137.99,50.186558,50.186558,48.18,48.18,,,14.269707,14.269707,,,,,,,14.269707,-18.757214,-0.066757352,,,
11/07/2011,11.093654,26.628681,11.404492,11.484534,26.835381,104.840286,104.840286,8.240538,14840.88,48.998642,48.998642,46.630001,46.630001,,,13.917258,13.917258,,,,,,,13.917258,-18.594843,-0.869414088,,,
12/07/2011,10.84667,26.149303,10.981421,11.245162,26.346897,104.387474,104.387474,8.101789,14628.96,48.815868,48.815868,46.689999,46.689999,,,13.727478,13.727478,,,,,,,13.727478,-18.245108,-1.898729491,,,
13/07/2011,10.887835,26.128225,10.92624,11.245162,26.422041,104.737015,104.737015,8.125918,14746.15,49.1814,49.1814,47.630001,47.630001,,,13.770859,13.770859,,,,,,,13.770859,-18.296123,0.279219018,,,
14/07/2011,10.795214,25.822702,10.788282,11.048343,26.171541,104.014107,104.014107,8.125918,14781.45,48.855045,48.855045,47.52,47.52,,,13.729282,13.729282,,,,,,,13.729282,-18.045623,-1.378601718,,,
15/07/2011,10.692306,25.822702,10.760693,10.947277,26.234171,104.617859,104.617859,8.125918,14665.01,50.166985,50.166985,48.139999,48.139999,,,13.651563,13.651563,,,,,,,13.651563,-18.108253,0.34646389,,,
18/07/2011,10.676868,25.754219,10.811275,11.027066,26.215376,103.759903,103.759903,8.125918,14493.99,49.99728,49.99728,48.200001,48.200001,,,13.947982,13.947982,,,,,,,13.947982,-18.089458,-0.103846355,,,
19/07/2011,10.68716,25.575113,10.884852,11.000468,26.55982,105.444061,105.444061,8.125918,14634.91,50.911072,50.911072,49.130001,49.130001,,,14.157651,14.157651,,,,,,,14.157651,-18.433902,1.886213164,,,
20/07/2011,10.908417,26.101894,11.169964,11.2558,26.660023,105.380493,105.380493,8.246572,14894.44,50.780533,50.780533,49.27,49.27,,,14.257059,14.257059,,,,,,,14.257059,-18.413451,-0.111003914,,,
21/07/2011,10.939289,26.201977,11.312522,11.245162,26.954367,106.842293,106.842293,8.282765,14925.49,51.77916,51.77916,50,50,,,14.271519,14.271519,,,,,,,14.271519,-18.671602,1.392232983,,,
22/07/2011,11.181127,26.612877,11.597635,11.489853,26.979427,106.913773,106.913773,8.282765,15050.58,52.040257,52.040257,50.470001,50.470001,,,14.360083,14.360083,,,,,,,14.360083,-18.696662,0.134124527,,,
25/07/2011,10.965015,26.096624,11.326317,11.308994,26.722652,106.317947,106.317947,8.204343,14687.5,51.831387,51.831387,50.209999,50.209999,,,14.168494,14.168494,,,,,,,14.168494,-18.518309,-0.95850869,,,
26/07/2011,11.088506,26.454838,11.413689,11.362187,26.691334,105.920708,105.920708,8.294832,14970.85,51.583344,51.583344,49.889999,49.889999,,,13.682293,13.682293,,,,,,,13.682293,-18.396502,-0.659938051,,,
27/07/2011,10.949578,26.244118,11.243544,11.181332,26.221647,103.751953,103.751953,8.2707,14912.66,50.610828,50.610828,49.080002,49.080002,,,13.646145,13.646145,,,,,,,13.646145,-17.950947,-2.451766664,,,
28/07/2011,10.800359,26.043945,11.119379,10.984512,26.146496,103.450058,103.450058,8.107821,14632.2,50.401962,50.401962,48.790001,48.790001,,,13.725669,13.725669,,,,,,,13.725669,-18.038675,0.487519284,,,
29/07/2011,10.718032,25.954395,11.036606,10.862166,25.908516,102.743027,102.743027,8.023365,14479.67,49.899364,49.899364,48.700001,48.700001,,,13.882911,13.882911,,,,,,,13.882911,-17.885151,-0.854724854,,,
2/08/2011,10.71289,26.033411,11.022809,10.835569,25.983658,99.692429,99.692429,8.131951,14500.34,48.437317,48.437317,47,47,,,13.541313,13.541313,,,,,,,13.541313,-17.851707,-0.18716816,,,
3/08/2011,10.440179,25.575113,10.66872,10.691945,25.445078,100.232635,100.232635,7.812222,14135.77,48.163185,48.163185,46.299999,46.299999,,,13.459515,13.459515,,,,,,,13.459515,-17.632856,-1.233515402,,,
4/08/2011,10.193195,25.048338,10.424994,10.516407,25.075573,95.537598,95.537598,7.751898,13825.79,44.860485,44.860485,42.16,42.16,,,13.062406,13.062406,,,,,,,13.062406,-17.323675,-1.768991681,,,
5/08/2011,9.827866,24.36879,10.011122,10.250437,24.054771,95.394592,95.394592,7.287387,13051.92,44.429699,44.429699,40.380001,40.380001,,,12.689089,12.689089,,,,,,,12.689089,-16.767384,-3.263849225,,,
8/08/2011,9.519135,24.031651,9.611043,10.021706,23.340832,89.182198,89.182198,7.052114,12726.92,40.650524,40.650524,36.900002,36.900002,,,11.519732,11.519732,,,,,,,11.519732,-16.288718,-2.896284989,,,
9/08/2011,9.781555,24.906111,9.886961,10.245117,23.672754,93.329086,93.329086,7.160702,12956.31,42.719604,42.719604,39.439999,39.439999,,,12.694583,12.694583,,,,,,,12.694583,-16.512052,1.361781759,,,
10/08/2011,10.188048,25.40654,10.484773,10.713223,24.299007,89.206039,89.206039,7.383908,13453.98,41.244495,41.244495,38.34,38.34,,,12.917837,12.917837,,,,,,,12.917837,-16.915099,2.411611649,,,
11/08/2011,10.337268,25.590916,10.530762,10.878122,24.280228,93.209908,93.209908,7.36581,13465.86,43.385368,43.385368,40.130001,40.130001,,,12.947119,12.947119,,,,,,,12.947119,-16.914418,-0.00402607,,,
12/08/2011,10.249795,25.580383,10.558352,10.888763,24.837603,93.837532,93.837532,7.480431,13498.12,43.705185,43.705185,40.209999,40.209999,,,12.972735,12.972735,,,,,,,12.972735,-17.357172,2.583939843,,,
15/08/2011,10.625412,25.963974,10.838867,11.261123,25.213362,95.823586,95.823586,7.601083,13939.45,45.180313,45.180313,42.16,42.16,,,13.314945,13.314945,,,,,,,13.314945,-17.612279,1.45905365,,,
16/08/2011,10.471052,25.662577,10.673319,10.771736,24.975382,95.005341,95.005341,7.601083,13694.06,44.429699,44.429699,41.119999,41.119999,,,13.314945,13.314945,,,,,,,13.314945,-17.374299,-1.360428393,,,
17/08/2011,10.589396,25.974937,10.742297,10.910042,25.232143,95.068848,95.068848,7.613148,13892.58,44.605919,44.605919,41.310001,41.310001,,,13.261872,13.261872,,,,,,,13.261872,-17.618995,1.398553611,,,
18/08/2011,10.507068,25.931099,10.650325,10.840888,25.000429,90.96965,90.96965,7.480431,13520.55,42.02121,42.02121,38.830002,38.830002,,,13.055086,13.055086,,,,,,,13.055086,-17.519998,-0.563461007,,,
19/08/2011,10.033685,25.185827,10.300832,10.452574,24.129925,89.484077,89.484077,7.20293,12890.71,41.277134,41.277134,37.970001,37.970001,,,12.507922,12.507922,,,,,,,12.507922,-16.926995,-3.443328653,,,
22/08/2011,9.930776,25.15295,10.213458,10.298313,24.192556,89.55555,89.55555,7.208962,12849.33,40.944256,40.944256,37.310001,37.310001,,,12.119968,12.119968,,,,,,,12.119968,-16.983594,0.333813444,,,
23/08/2011,10.19834,25.761215,10.535358,10.670672,24.63093,92.502884,92.502884,7.299453,13263.77,42.791397,42.791397,38.990002,38.990002,,,12.646996,12.646996,,,,,,,12.646996,-17.331477,2.027650876,,,
24/08/2011,10.131449,25.596827,10.365213,10.489812,24.587095,93.805733,93.805733,7.299453,13209.54,43.045956,43.045956,39.32,39.32,,,12.722032,12.722032,,,,,,,12.722032,-17.287642,-0.253241704,,,
25/08/2011,10.229214,26.02426,10.608938,10.638751,24.868912,92.375778,92.375778,7.395974,13509.08,42.138695,42.138695,38.959999,38.959999,,,12.482306,12.482306,,,,,,,12.482306,-17.472938,1.066137303,,,
26/08/2011,10.213775,25.9585,10.645727,10.665348,24.80629,93.718338,93.718338,7.371843,13470.65,42.954563,42.954563,39.799999,39.799999,,,12.733006,12.733006,,,,,,,12.733006,-17.434447,-0.22053222,,,
29/08/2011,10.399013,26.281816,10.779085,10.862166,25.213362,96.411438,96.411438,7.492496,13643.74,44.207779,44.207779,41.360001,41.360001,,,13.243575,13.243575,,,,,,,13.243575,-17.720866,1.62948535,,,
30/08/2011,10.383577,26.265381,10.880253,10.894081,25.26346,96.665634,96.665634,7.558853,13549.72,44.468861,44.468861,41.509998,41.509998,,,13.384486,13.384486,,,,,,,13.384486,-17.704607,-0.091792712,,,
31/08/2011,10.440179,26.424297,10.907847,10.957914,25.401239,97.094643,97.094643,7.558853,13555.77,44.801743,44.801743,41.810001,41.810001,,,13.152075,13.152075,,,,,,,13.152075,-17.842386,0.775197441,,,
1/09/2011,10.429888,26.34757,10.967627,11.021748,25.495174,96.077797,96.077797,7.558853,13623.63,44.462315,44.462315,41.360001,41.360001,,,13.430237,13.430237,,,,,,,13.430237,-17.936321,0.525090053,,,
2/09/2011,10.249795,26.040697,10.811275,10.910042,25.119413,93.623016,93.623016,7.486464,13441.32,43.222195,43.222195,40.18,40.18,,,13.349714,13.349714,,,,,,,13.349714,-17.632949,-1.705850902,,,
5/09/2011,9.987373,25.421461,10.47098,10.628115,24.580828,#N/A,93.623016,7.287387,12970.68,#N/A,43.222195,#N/A,40.18,,,#N/A,13.349714,,,,,,,13.349714,-17.293441,-1.944195745,,,
6/09/2011,9.910194,25.196789,10.181268,10.372784,24.186295,92.939796,92.939796,7.190865,12700.71,42.752239,42.752239,39.73,39.73,,,12.919664,12.919664,,,,,,,12.919664,-16.99543,-1.738281228,,,
7/09/2011,10.306395,26.02426,10.549153,10.675987,24.831337,95.561424,95.561424,7.347712,12944.53,44.318737,44.318737,41.990002,41.990002,,,13.303963,13.303963,,,,,,,13.303963,-17.483625,2.83202442,,,
8/09/2011,10.249795,25.876303,10.673319,10.686625,24.843863,94.56839,94.56839,7.36581,13049.17,43.803104,43.803104,40.799999,40.799999,,,13.190504,13.190504,,,,,,,13.190504,-17.478053,-0.031874901,,,
9/09/2011,10.260087,25.980415,10.723903,10.707907,24.26144,92.089783,92.089783,7.420105,13014.61,42.35408,42.35408,39.77,39.77,,,12.958099,12.958099,,,,,,,12.958099,-16.841335,-3.710969838,,,
12/09/2011,9.884466,24.906355,10.282437,10.2132,24.230124,92.685585,92.685585,7.142605,12379.35,42.556427,42.556427,39.52,39.52,,,13.124623,13.124623,,,,,,,13.124623,-17.087519,1.451203277,,,
13/09/2011,9.941067,24.720036,10.33762,10.271715,24.223869,93.535622,93.535622,7.208962,12709.67,42.673916,42.673916,39.630001,39.630001,,,13.038615,13.038615,,,,,,,13.038615,-17.014907,-0.42584718,,,
14/09/2011,9.786702,24.111759,10.029514,10.064259,23.816793,94.830559,94.830559,7.088312,12374.02,43.202602,43.202602,39.349998,39.349998,,,13.082537,13.082537,,,,,,,13.082537,-16.728481,-1.697712627,,,
15/09/2011,9.987373,24.52824,10.268643,10.324908,24.198811,96.467072,96.467072,7.112442,12710.42,44.057655,44.057655,39.889999,39.889999,,,13.120969,13.120969,,,,,,,13.120969,-17.086369,2.116829523,,,
16/09/2011,10.188048,24.977591,10.512367,10.596198,24.468103,97.037987,97.037987,7.329616,13084.44,43.961979,43.961979,39.529999,39.529999,,,12.864772,12.864772,,,,,,,12.864772,-17.138487,0.30456251,,,
19/09/2011,9.987373,24.632351,10.319227,10.378101,24.248915,96.071785,96.071785,7.20293,12743.55,43.267395,43.267395,37.919998,37.919998,,,13.148413,13.148413,,,,,,,13.148413,-17.045985,-0.54119441,,,
20/09/2011,9.941067,24.314514,10.116891,10.22916,23.992147,95.959991,95.959991,7.20293,12662.68,42.998749,42.998749,36.779999,36.779999,,,13.249068,13.249068,,,,,,,13.249068,-16.789217,-1.517785703,,,
21/09/2011,9.977083,24.084364,10.204259,10.271715,24.211334,93.133156,93.133156,7.20293,12879.34,41.20985,41.20985,34.48,34.48,,,12.82268,12.82268,,,,,,,12.82268,-17.008404,1.297073974,,,
22/09/2011,9.766117,23.525402,9.896158,10.064259,23.566292,90.122704,90.122704,6.847007,12427.17,38.883652,38.883652,31.389999,31.389999,,,12.438386,12.438386,,,,,,,12.438386,-16.719285,-1.714473126,,,
23/09/2011,9.647773,23.7446,9.661627,9.96319,23.534973,90.665688,90.665688,6.587604,12074.79,38.464272,38.464272,32.080002,32.080002,,,12.332245,12.332245,,,,,,,12.332245,-16.947369,1.354975696,,,
26/09/2011,9.663212,24.02956,9.730606,10.207883,23.002647,92.821762,92.821762,6.340268,11604.97,39.866554,39.866554,32.66,32.66,,,12.436556,12.436556,,,,,,,12.436556,-16.662379,-1.695917688,,,
27/09/2011,10.182902,24.961143,10.291637,10.771736,23.985882,93.859848,93.859848,6.587604,12122.83,40.449749,40.449749,33.580002,33.580002,,,12.405444,12.405444,,,,,,,12.405444,-17.398278,4.321781214,,,
28/09/2011,10.157176,24.933754,10.553753,10.984512,23.697803,91.943382,91.943382,6.714289,12290.5,39.126091,39.126091,31.889999,31.889999,,,12.046765,12.046765,,,,,,,12.046765,-16.983514,-2.412812698,,,
29/09/2011,10.074847,24.93923,10.346818,10.931318,23.92952,92.670021,92.670021,6.581572,12330.52,39.499603,39.499603,32.049999,32.049999,,,12.035788,12.035788,,,,,,,12.035788,-17.347948,2.123111968,,,
30/09/2011,10.043975,24.961143,10.287035,10.819612,23.340832,90.354309,90.354309,6.647932,12479.08,38.339783,38.339783,30.360001,30.360001,,,11.997355,11.997355,,,,,,,11.997355,-16.6929,-3.849074918,,,
4/10/2011,9.766117,23.843243,9.868566,10.287675,23.052746,89.707458,89.707458,6.46092,12049.01,38.248035,38.248035,29.540001,29.540001,,,11.100664,11.100664,,,,,,,11.100664,-16.591826,-0.607331487,,,
5/10/2011,9.863881,23.843243,10.015721,10.537683,23.365891,91.368401,91.368401,6.55141,12426.43,39.656868,39.656868,31.24,31.24,,,11.823509,11.823509,,,,,,,11.823509,-16.814481,1.333031497,,,
6/10/2011,10.311542,24.878952,10.516967,11.027066,24.198811,93.0214,93.0214,6.847007,12937.43,40.403873,40.403873,31.93,31.93,,,12.052258,12.052258,,,,,,,12.052258,-17.351804,3.145599852,,,
7/10/2011,10.656285,25.344744,10.92624,11.298353,24.831337,92.398537,92.398537,7.040051,13332.33,39.905872,39.905872,31.65,31.65,,,11.95344,11.95344,,,,,,,11.95344,-17.791286,2.501230893,,,
10/10/2011,10.805505,25.596827,11.0596,11.543048,25.006695,95.488853,95.488853,7.112442,13581.51,41.714413,41.714413,33.470001,33.470001,,,12.180355,12.180355,,,,,,,12.180355,-17.894253,0.577081298,,,
11/10/2011,10.908417,25.892738,11.133173,11.660072,24.93154,95.584694,95.584694,7.112442,13657.97,41.79961,41.79961,34.150002,34.150002,,,12.396293,12.396293,,,,,,,12.396293,-17.819098,-0.420879637,,,
